geographic_area,indicator,sex,current_age,wealth_quintile,residence,mother's_education_level,time_period,obs_value,sub_sector,risk_category
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2014,57.3,MALA,High
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2014,59.6,MALA,High
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2014,62.5,MALA,High
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2014,51.7,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2014,58.9,MALA,High
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2014,89.2,MALA,High
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2014,34.0,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2014,82.0,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2014,87.0,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,highest,total,total,2014,71.5,MALA,Low
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2014,85.8,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2015,96.7,MALA,High
Kenya,indicator_16,Total,Under 5 years old,total,total,primary education,2015,74.5,MALA,High
Kenya,indicator_16,Total,Under 5 years old,total,urban,total,2015,74.6,MALA,High
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2015,60.6,MALA,High
Kenya,indicator_17,Total,Under 5 years old,total,total,total,2015,39.2,MALA,High
Kenya,indicator_16,Total,Under 5 years old,middle,total,total,2015,74.3,MALA,High
Kenya,indicator_17,Total,Under 5 years old,total,urban,total,2015,44.0,MALA,High
Kenya,indicator_16,Total,Under 5 years old,lowest,total,total,2015,62.7,MALA,Low
Kenya,indicator_15,Female,Under 5 years old,total,total,total,2015,92.2,MALA,High
Kenya,indicator_16,Female,Under 5 years old,total,total,total,2015,72.2,MALA,High
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2015,55.4,MALA,High
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2015,40.0,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,highest,total,total,2015,75.4,MALA,High
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2015,91.3,MALA,High
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2015,56.8,MALA,High
Kenya,indicator_16,Total,Under 5 years old,total,rural,total,2015,70.8,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2015,56.6,MALA,High
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2015,71.7,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,fourth,total,total,2015,78.2,MALA,High
Kenya,indicator_15,Total,Under 5 years old,total,total,total,2015,91.5,MALA,High
Kenya,indicator_17,Total,Under 5 years old,total,rural,total,2015,37.2,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,middle,total,total,2015,39.7,MALA,High
Kenya,indicator_16,Male,Under 5 years old,total,total,total,2015,71.6,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,second,total,total,2015,42.3,MALA,High
Kenya,indicator_16,Total,Under 5 years old,second,total,total,2015,72.3,MALA,High
Kenya,indicator_15,Total,Under 5 years old,lowest,total,total,2015,83.8,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,lowest,total,total,2015,29.2,MALA,Low
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2015,59.8,MALA,High
Kenya,indicator_10,Total,Under 5 years old,total,total,total,2015,56.1,MALA,High
Kenya,indicator_15,Total,Under 5 years old,highest,total,total,2015,88.3,MALA,Medium
Kenya,indicator_17,Male,Under 5 years old,total,total,total,2015,36.7,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2015,93.2,MALA,High
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2015,66.6,MALA,High
Kenya,indicator_17,Female,Under 5 years old,total,total,total,2015,42.0,MALA,High
Kenya,indicator_15,Total,Under 5 years old,second,total,total,2015,93.8,MALA,High
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2015,54.4,MALA,High
Kenya,indicator_16,Total,Under 5 years old,total,total,total,2015,71.9,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2015,60.4,MALA,Low
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2015,63.2,MALA,High
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2015,37.5,MALA,High
Kenya,indicator_16,Total,Under 5 years old,total,total,secondary and higher,2015,76.4,MALA,High
Kenya,indicator_15,Male,Under 5 years old,total,total,total,2015,90.8,MALA,High
Kenya,indicator_17,Total,Under 5 years old,highest,total,total,2015,51.8,MALA,High
Kenya,indicator_16,Total,Under 5 years old,highest,total,total,2020,65.4,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2020,39.8,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2020,52.9,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2020,46.8,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2020,42.5,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2020,92.2,MALA,High
Kenya,indicator_16,Total,Under 5 years old,second,total,total,2020,60.0,MALA,Low
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2020,45.3,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,lowest,total,total,2020,69.8,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,total,total,total,2020,42.0,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,middle,total,total,2020,57.3,MALA,Low
Kenya,indicator_16,Total,Under 5 years old,fourth,total,total,2020,63.2,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2020,39.4,MALA,Medium
Kenya,indicator_16,Male,Under 5 years old,total,total,total,2020,61.3,MALA,Low
Kenya,indicator_16,Female,Under 5 years old,total,total,total,2020,65.7,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2020,82.4,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,highest,total,total,2020,23.6,MALA,Low
Kenya,indicator_17,Total,Under 5 years old,total,rural,total,2020,39.0,MALA,High
Kenya,indicator_15,Male,Under 5 years old,total,total,total,2020,88.5,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,urban,total,2020,28.9,MALA,Low
Kenya,indicator_16,Total,Under 5 years old,total,rural,total,2020,65.3,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,total,urban,total,2020,60.3,MALA,Low
Kenya,indicator_15,Female,Under 5 years old,total,total,total,2020,94.5,MALA,High
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2020,40.6,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,total,total,2020,35.5,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2020,29.9,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,total,2020,63.6,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2020,31.6,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2020,93.4,MALA,High
Kenya,indicator_17,Female,Under 5 years old,total,total,total,2020,32.7,MALA,Medium
Kenya,indicator_17,Male,Under 5 years old,total,total,total,2020,38.5,MALA,High
Kenya,indicator_17,Total,Under 5 years old,lowest,total,total,2020,37.9,MALA,High
Kenya,indicator_15,Total,Under 5 years old,second,total,total,2020,97.9,MALA,High
Kenya,indicator_17,Total,Under 5 years old,second,total,total,2020,39.5,MALA,High
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2020,42.5,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2020,86.3,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,middle,total,total,2020,44.6,MALA,High
Kenya,indicator_15,Total,Under 5 years old,total,total,total,2020,91.0,MALA,High
Kenya,indicator_15,Total,Under 5 years old,lowest,total,total,2020,87.8,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2022,60.9,MALA,High
Kenya,indicator_23,Total,15 to 49 years old,middle,total,total,2022,84.0,POSTNATAL_CARE,High
Kenya,indicator_27,Total,Under 5 years old,total,total,secondary and higher,2022,42.1,DIAR,High
Kenya,indicator_24,Female,Under 5 years old,total,total,total,2022,69.5,PNEU,High
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2022,51.1,MALA,Medium
Kenya,indicator_23,Total,15 to 49 years old,total,total,total,2022,82.6,POSTNATAL_CARE,Medium
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2022,36.9,MALA,Medium
Kenya,indicator_23,Total,15 to 49 years old,total,urban,total,2022,88.1,POSTNATAL_CARE,High
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2022,75.5,MALA,Medium
Kenya,indicator_23,Total,15 to 49 years old,total,rural,total,2022,79.4,POSTNATAL_CARE,Medium
Kenya,indicator_15,Total,Under 5 years old,total,total,primary education,2022,89.0,MALA,Medium
Kenya,indicator_23,Total,15 to 49 years old,highest,total,total,2022,92.1,POSTNATAL_CARE,High
Kenya,indicator_27,Total,Under 5 years old,total,total,primary education,2022,35.2,DIAR,Medium
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2022,48.4,MALA,Medium
Kenya,indicator_23,Total,15 to 49 years old,fourth,total,total,2022,88.6,POSTNATAL_CARE,High
Kenya,indicator_16,Total,Under 5 years old,lowest,total,total,2022,64.3,MALA,Medium
Kenya,indicator_16,Female,Under 5 years old,total,total,total,2022,68.8,MALA,Medium
Kenya,indicator_24,Total,Under 5 years old,total,total,total,2022,73.0,PNEU,High
Kenya,indicator_27,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,44.0,DIAR,High
Kenya,indicator_27,Total,Under 5 years old,total,urban,total,2022,42.5,DIAR,High
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2022,62.2,MALA,High
Kenya,indicator_27,Total,Under 5 years old,second,total,total,2022,30.6,DIAR,Medium
Kenya,indicator_27,Total,Under 5 years old,lowest,total,total,2022,45.2,DIAR,High
Kenya,indicator_24,Total,Under 5 years old,highest,total,total,2022,86.4,PNEU,High
Kenya,indicator_24,Total,Under 5 years old,fourth,total,total,2022,76.0,PNEU,High
Kenya,indicator_27,Male,Under 5 years old,total,total,total,2022,38.7,DIAR,High
Kenya,indicator_27,Total,Under 5 years old,middle,total,total,2022,34.9,DIAR,Medium
Kenya,indicator_24,Total,Under 5 years old,total,rural,total,2022,73.0,PNEU,High
Kenya,indicator_27,Female,Under 5 years old,total,total,total,2022,40.4,DIAR,High
Kenya,indicator_27,Total,Under 5 years old,fourth,total,total,2022,41.6,DIAR,High
Kenya,indicator_24,Male,Under 5 years old,total,total,total,2022,75.9,PNEU,High
Kenya,indicator_24,Total,Under 5 years old,middle,total,total,2022,62.0,PNEU,Medium
Kenya,indicator_16,Male,Under 5 years old,total,total,total,2022,70.2,MALA,Medium
Kenya,indicator_24,Total,Under 5 years old,second,total,total,2022,65.0,PNEU,Medium
Kenya,indicator_27,Total,Under 5 years old,highest,total,total,2022,42.6,DIAR,High
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2022,51.3,MALA,Medium
Kenya,indicator_24,Total,Under 5 years old,total,urban,total,2022,73.0,PNEU,High
Kenya,indicator_27,Total,Under 5 years old,total,rural,total,2022,37.7,DIAR,High
Kenya,indicator_24,Total,Under 5 years old,lowest,total,total,2022,74.8,PNEU,High
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2022,48.7,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2022,85.9,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,total,total,total,2022,84.0,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2022,84.1,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2022,56.9,MALA,High
Kenya,indicator_19,Total,Under 5 years old,second,total,total,2022,44.7,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,middle,total,total,2022,47.7,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,fourth,total,total,2022,49.1,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,highest,total,total,2022,44.1,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,lowest,total,total,2022,54.1,DIAR,High
Kenya,indicator_16,Total,Under 5 years old,total,rural,total,2022,69.8,MALA,Medium
Kenya,indicator_19,Total,Under 5 years old,total,rural,total,2022,49.4,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,total,urban,total,2022,46.6,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,total,total,secondary and higher,2022,46.4,DIAR,Medium
Kenya,indicator_19,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,52.5,DIAR,High
Kenya,indicator_19,Total,Under 5 years old,total,total,primary education,2022,49.6,DIAR,High
Kenya,indicator_19,Total,Under 5 years old,total,total,total,2022,48.3,DIAR,Medium
Kenya,indicator_20,Female,Under 5 years old,total,total,total,2022,32.2,DIAR,High
Kenya,indicator_23,Total,15 to 49 years old,second,total,total,2022,82.0,POSTNATAL_CARE,Medium
Kenya,indicator_19,Female,Under 5 years old,total,total,total,2022,47.7,DIAR,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,primary education,2022,67.5,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,total,2022,69.5,MALA,Medium
Kenya,indicator_17,Female,Under 5 years old,total,total,total,2022,32.2,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,second,total,total,2022,91.2,MALA,High
Kenya,indicator_17,Male,Under 5 years old,total,total,total,2022,34.6,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,lowest,total,total,2022,33.5,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,second,total,total,2022,36.1,MALA,Medium
Kenya,indicator_15,Total,Under 5 years old,lowest,total,total,2022,83.6,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,57.0,MALA,Low
Kenya,indicator_17,Total,Under 5 years old,middle,total,total,2022,33.9,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2022,29.9,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,highest,total,total,2022,34.2,MALA,Medium
Kenya,indicator_19,Male,Under 5 years old,total,total,total,2022,48.8,DIAR,Medium
Kenya,indicator_15,Male,Under 5 years old,total,total,total,2022,81.8,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,urban,total,2022,33.5,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,total,secondary and higher,2022,32.4,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,34.0,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,total,primary education,2022,34.6,MALA,Medium
Kenya,indicator_15,Female,Under 5 years old,total,total,total,2022,86.1,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,secondary and higher,2022,73.2,MALA,High
Kenya,indicator_17,Total,Under 5 years old,total,total,total,2022,33.4,MALA,Medium
Kenya,indicator_27,Total,Under 5 years old,total,total,total,2022,39.5,DIAR,High
Kenya,indicator_16,Total,Under 5 years old,total,urban,total,2022,68.9,MALA,Medium
Kenya,indicator_17,Total,Under 5 years old,total,rural,total,2022,33.3,MALA,Medium
Kenya,indicator_20,Male,Under 5 years old,total,total,total,2022,31.1,DIAR,High
Kenya,indicator_16,Total,Under 5 years old,highest,total,total,2022,70.4,MALA,Medium
Kenya,indicator_21,Total,Under 5 years old,highest,total,total,2022,54.7,DIAR,High
Kenya,indicator_16,Total,Under 5 years old,middle,total,total,2022,74.2,MALA,High
Kenya,indicator_21,Total,Under 5 years old,total,rural,total,2022,43.5,DIAR,Medium
Kenya,indicator_15,Total,Under 5 years old,highest,total,total,2022,70.6,MALA,Low
Kenya,indicator_21,Total,Under 5 years old,total,urban,total,2022,49.4,DIAR,High
Kenya,indicator_21,Total,Under 5 years old,total,total,secondary and higher,2022,48.1,DIAR,High
Kenya,indicator_21,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,43.9,DIAR,Medium
Kenya,indicator_21,Total,Under 5 years old,total,total,primary education,2022,43.2,DIAR,Medium
Kenya,indicator_21,Total,Under 5 years old,total,total,total,2022,45.8,DIAR,Medium
Kenya,indicator_10,Total,Under 5 years old,total,total,total,2022,51.1,MALA,Medium
Kenya,indicator_16,Total,Under 5 years old,second,total,total,2022,69.5,MALA,Medium
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2022,39.7,MALA,Medium
Kenya,indicator_23,Total,15 to 19 years old,total,total,total,2022,83.2,POSTNATAL_CARE,High
Kenya,indicator_23,Total,15 to 49 years old,lowest,total,total,2022,67.5,POSTNATAL_CARE,Medium
Kenya,indicator_21,Total,Under 5 years old,fourth,total,total,2022,45.1,DIAR,Medium
Kenya,indicator_20,Total,Under 5 years old,lowest,total,total,2022,40.5,DIAR,High
Kenya,indicator_15,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,74.2,MALA,Medium
Kenya,indicator_20,Total,Under 5 years old,second,total,total,2022,24.5,DIAR,Medium
Kenya,indicator_20,Total,Under 5 years old,middle,total,total,2022,29.5,DIAR,Medium
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2022,78.9,MALA,Medium
Kenya,indicator_20,Total,Under 5 years old,fourth,total,total,2022,32.5,DIAR,High
Kenya,indicator_20,Total,Under 5 years old,highest,total,total,2022,28.2,DIAR,Medium
Kenya,indicator_20,Total,Under 5 years old,total,rural,total,2022,32.0,DIAR,High
Kenya,indicator_15,Total,Under 5 years old,total,total,secondary and higher,2022,79.3,MALA,Medium
Kenya,indicator_20,Total,Under 5 years old,total,urban,total,2022,31.0,DIAR,High
Kenya,indicator_20,Total,Under 5 years old,total,total,secondary and higher,2022,30.8,DIAR,Medium
Kenya,indicator_21,Total,Under 5 years old,middle,total,total,2022,44.6,DIAR,Medium
Kenya,indicator_20,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,37.8,DIAR,High
Kenya,indicator_21,Total,Under 5 years old,second,total,total,2022,36.3,DIAR,Medium
Kenya,indicator_21,Total,Under 5 years old,lowest,total,total,2022,46.8,DIAR,Medium
Kenya,indicator_20,Total,Under 5 years old,total,total,primary education,2022,31.1,DIAR,High
Kenya,indicator_16,Total,Under 5 years old,fourth,total,total,2022,70.2,MALA,Medium
Kenya,indicator_21,Female,Under 5 years old,total,total,total,2022,45.9,DIAR,Medium
Kenya,indicator_20,Total,Under 5 years old,total,total,total,2022,31.6,DIAR,High
Kenya,indicator_21,Male,Under 5 years old,total,total,total,2022,45.6,DIAR,Medium
Kenya,indicator_12,Total,Total,total,total,total,2023,65.9,DEMOGRAPHY,High
Uganda,indicator_4,Total,Under 5 years old,total,rural,total,2001,43.0,DIAR,Low
Uganda,indicator_4,Total,Under 5 years old,total,urban,total,2001,63.9,DIAR,Low
Uganda,indicator_12,Total,Under 5 years old,total,rural,total,2001,32.5,DIAR,Low
Uganda,indicator_14,Total,Under 5 years old,total,urban,total,2001,34.0,DIAR,Low
Uganda,indicator_17,Total,Under 5 years old,total,urban,total,2001,80.0,PNEU,High
Uganda,indicator_17,Total,Under 5 years old,total,rural,total,2001,65.0,PNEU,Low
Uganda,indicator_14,Total,Under 5 years old,total,rural,total,2001,28.0,DIAR,Low
Uganda,indicator_12,Total,Under 5 years old,total,urban,total,2001,43.5,DIAR,Medium
Uganda,indicator_9,Total,Under 5 years old,total,rural,total,2006,4.8,MALA,Low
Uganda,indicator_17,Total,Under 5 years old,total,rural,total,2006,74.0,PNEU,Medium
Uganda,indicator_13,Total,Under 5 years old,total,rural,total,2006,0.4,DIAR,Low
Uganda,indicator_13,Total,Under 5 years old,total,urban,total,2006,0.4,DIAR,Low
Uganda,indicator_7,Total,Under 5 years old,total,rural,total,2006,8.0,MALA,Low
Uganda,indicator_14,Total,Under 5 years old,total,urban,total,2006,48.0,DIAR,High
Uganda,indicator_7,Total,Under 5 years old,total,urban,total,2006,21.0,MALA,Low
Uganda,indicator_17,Total,Under 5 years old,total,urban,total,2006,68.0,PNEU,Low
Uganda,indicator_14,Total,Under 5 years old,total,rural,total,2006,39.0,DIAR,Medium
Uganda,indicator_19,Total,Under 5 years old,total,rural,total,2006,0.9,DIAR,Low
Uganda,indicator_4,Total,Under 5 years old,total,urban,total,2006,68.9,DIAR,Medium
Uganda,indicator_12,Total,Under 5 years old,total,rural,total,2006,39.4,DIAR,Low
Uganda,indicator_19,Total,Under 5 years old,total,urban,total,2006,0.4,DIAR,Low
Uganda,indicator_4,Total,Under 5 years old,total,rural,total,2006,70.3,DIAR,High
Uganda,indicator_9,Total,Under 5 years old,total,urban,total,2006,7.1,MALA,Low
Uganda,indicator_12,Total,Under 5 years old,total,urban,total,2006,41.4,DIAR,Medium
Uganda,indicator_10,Total,Under 5 years old,total,urban,total,2009,60.8,MALA,Low
Uganda,indicator_11,Total,Under 5 years old,total,urban,total,2009,26.6,MALA,Low
Uganda,indicator_10,Total,Under 5 years old,total,rural,total,2009,71.7,MALA,Low
Uganda,indicator_7,Total,Under 5 years old,total,rural,total,2009,32.8,MALA,Medium
Uganda,indicator_7,Total,Under 5 years old,total,urban,total,2009,32.2,MALA,Low
Uganda,indicator_11,Total,Under 5 years old,total,rural,total,2009,15.6,MALA,Low
Uganda,indicator_10,Total,Under 5 years old,total,urban,total,2011,90.5,MALA,High
Uganda,indicator_13,Total,Under 5 years old,total,urban,total,2011,3.1,DIAR,Medium
Uganda,indicator_12,Total,Under 5 years old,total,urban,total,2011,46.2,DIAR,High
Uganda,indicator_11,Total,Under 5 years old,total,urban,total,2011,52.6,MALA,High
Uganda,indicator_13,Total,Under 5 years old,total,rural,total,2011,0.9,DIAR,Medium
Uganda,indicator_10,Total,Under 5 years old,total,rural,total,2011,80.6,MALA,Medium
Uganda,indicator_12,Total,Under 5 years old,total,rural,total,2011,43.1,DIAR,Medium
Uganda,indicator_19,Total,Under 5 years old,total,urban,total,2011,3.3,DIAR,Medium
Uganda,indicator_7,Total,Under 5 years old,total,urban,total,2011,48.9,MALA,Medium
Uganda,indicator_19,Total,Under 5 years old,total,rural,total,2011,1.7,DIAR,Medium
Uganda,indicator_14,Total,Under 5 years old,total,rural,total,2011,35.2,DIAR,Medium
Uganda,indicator_17,Total,Under 5 years old,total,urban,total,2011,80.8,PNEU,High
Uganda,indicator_4,Total,Under 5 years old,total,rural,total,2011,72.7,DIAR,High
Uganda,indicator_17,Total,Under 5 years old,total,rural,total,2011,78.4,PNEU,Medium
Uganda,indicator_16,Total,15 to 49 years old,total,urban,total,2011,20.9,POSTNATAL_CARE,Medium
Uganda,indicator_16,Total,15 to 49 years old,total,rural,total,2011,9.1,POSTNATAL_CARE,Low
Uganda,indicator_7,Total,Under 5 years old,total,rural,total,2011,41.9,MALA,Medium
Uganda,indicator_14,Total,Under 5 years old,total,urban,total,2011,43.3,DIAR,High
Uganda,indicator_4,Total,Under 5 years old,total,urban,total,2011,70.2,DIAR,Medium
Uganda,indicator_11,Total,Under 5 years old,total,rural,total,2011,22.7,MALA,Low
Uganda,indicator_11,Total,Under 5 years old,total,urban,total,2015,42.1,MALA,Medium
Uganda,indicator_11,Total,Under 5 years old,total,rural,total,2015,34.8,MALA,Medium
Uganda,indicator_9,Total,Under 5 years old,total,rural,total,2015,87.5,MALA,Medium
Uganda,indicator_7,Total,Under 5 years old,total,urban,total,2015,71.2,MALA,High
Uganda,indicator_7,Total,Under 5 years old,total,rural,total,2015,74.9,MALA,High
Uganda,indicator_10,Total,Under 5 years old,total,urban,total,2015,90.1,MALA,High
Uganda,indicator_10,Total,Under 5 years old,total,rural,total,2015,80.8,MALA,Medium
Uganda,indicator_9,Total,Under 5 years old,total,urban,total,2015,80.7,MALA,Medium
Uganda,indicator_10,Total,Under 5 years old,total,urban,total,2016,87.0,MALA,Medium
Uganda,indicator_16,Total,15 to 49 years old,total,rural,total,2016,52.7,POSTNATAL_CARE,Medium
Uganda,indicator_19,Total,Under 5 years old,total,urban,total,2016,43.4,DIAR,High
Uganda,indicator_7,Total,Under 5 years old,total,rural,total,2016,60.8,MALA,Medium
Uganda,indicator_17,Total,Under 5 years old,total,rural,total,2016,70.8,PNEU,Medium
Uganda,indicator_4,Total,Under 5 years old,total,urban,total,2016,68.0,DIAR,Medium
Uganda,indicator_4,Total,Under 5 years old,total,rural,total,2016,68.9,DIAR,Medium
Uganda,indicator_17,Total,Under 5 years old,total,urban,total,2016,73.7,PNEU,Medium
Uganda,indicator_16,Total,15 to 49 years old,total,urban,total,2016,67.9,POSTNATAL_CARE,High
Uganda,indicator_13,Total,Under 5 years old,total,urban,total,2016,34.0,DIAR,High
Uganda,indicator_11,Total,Under 5 years old,total,rural,total,2016,47.0,MALA,Medium
Uganda,indicator_10,Total,Under 5 years old,total,rural,total,2016,79.7,MALA,Low
Uganda,indicator_19,Total,Under 5 years old,total,rural,total,2016,39.6,DIAR,High
Uganda,indicator_11,Total,Under 5 years old,total,urban,total,2016,61.4,MALA,High
Uganda,indicator_9,Total,Under 5 years old,total,urban,total,2016,83.3,MALA,Medium
Uganda,indicator_12,Total,Under 5 years old,total,rural,total,2016,45.3,DIAR,Medium
Uganda,indicator_9,Total,Under 5 years old,total,rural,total,2016,88.5,MALA,High
Uganda,indicator_12,Total,Under 5 years old,total,urban,total,2016,52.9,DIAR,High
Uganda,indicator_13,Total,Under 5 years old,total,rural,total,2016,28.6,DIAR,High
Uganda,indicator_7,Total,Under 5 years old,total,urban,total,2016,67.0,MALA,High
Uganda,indicator_10,Total,Under 5 years old,total,urban,total,2018,88.8,MALA,High
Uganda,indicator_7,Total,Under 5 years old,total,rural,total,2018,59.5,MALA,Medium
Uganda,indicator_7,Total,Under 5 years old,total,urban,total,2018,63.0,MALA,Medium
Uganda,indicator_9,Total,Under 5 years old,total,rural,total,2018,88.2,MALA,High
Uganda,indicator_9,Total,Under 5 years old,total,urban,total,2018,84.6,MALA,Medium
Uganda,indicator_11,Total,Under 5 years old,total,urban,total,2018,58.4,MALA,High
Uganda,indicator_10,Total,Under 5 years old,total,rural,total,2018,86.7,MALA,Medium
Uganda,indicator_11,Total,Under 5 years old,total,rural,total,2018,49.4,MALA,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,lowest,total,total,2005,52.0,PNEU,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,rural,total,2005,54.3,DIAR,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,urban,total,2005,51.2,DIAR,Medium
United Republic of Tanzania,indicator_24,Male,Under 5 years old,total,total,total,2005,62.0,PNEU,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,highest,total,total,2005,55.6,DIAR,High
United Republic of Tanzania,indicator_24,Female,Under 5 years old,total,total,total,2005,56.0,PNEU,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,primary education,2005,45.9,DIAR,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,second,total,total,2005,61.0,PNEU,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,lowest,total,total,2005,53.9,DIAR,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,highest,total,total,2005,67.0,PNEU,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,second,total,total,2005,58.3,DIAR,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,fourth,total,total,2005,55.0,PNEU,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,middle,total,total,2005,65.0,PNEU,Medium
