geographic_area,indicator,sex,current_age,wealth_quintile,residence,mother's_education_level,time_period,obs_value,sub_sector,category,risk_category
Kenya,indicator_15,Male,Under 5 years old,total,total,total,2014,84.3,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,lowest,total,total,2014,83.5,MALA,child,Medium
Kenya,indicator_8,Total,15 to 19 years old,total,total,total,2014,67.0,DELIVERY,mother,High
Kenya,indicator_11,Total,15 to 49 years old,lowest,total,total,2014,38.2,MALA,mother,Medium
Kenya,indicator_8,Total,Total,lowest,total,total,2014,30.1,DELIVERY,mother,Low
Kenya,indicator_10,Total,Under 5 years old,total,total,total,2014,54.1,MALA,child,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,secondary and higher,2014,8.6,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,rural,total,2014,11.4,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,never attended an education programme / no schooling,2014,11.3,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,primary education,2014,10.8,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,highest,total,total,2014,7.1,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,total,2014,10.1,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,fourth,total,total,2014,8.0,MALA,mother,Medium
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2014,53.4,MALA,child,Medium
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2014,54.7,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,middle,total,total,2014,13.5,MALA,mother,Medium
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2014,40.4,MALA,child,Medium
Kenya,indicator_9,Total,15 to 49 years old,second,total,total,2014,10.1,MALA,mother,Medium
Kenya,indicator_15,Total,Under 5 years old,second,total,total,2014,88.2,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2014,55.2,MALA,child,High
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2014,57.3,MALA,child,High
Kenya,indicator_8,Total,Total,total,total,total,2014,61.2,DELIVERY,mother,Medium
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2014,59.6,MALA,child,High
Kenya,indicator_8,Total,Total,total,urban,total,2014,82.0,DELIVERY,mother,High
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2014,62.5,MALA,child,High
Kenya,indicator_8,Total,Total,total,rural,total,2014,49.5,DELIVERY,mother,Medium
Kenya,indicator_8,Total,Total,highest,total,total,2014,92.7,DELIVERY,mother,High
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2014,51.7,MALA,child,Medium
Kenya,indicator_8,Total,Total,fourth,total,total,2014,79.9,DELIVERY,mother,High
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2014,58.9,MALA,child,High
Kenya,indicator_8,Total,Total,middle,total,total,2014,62.3,DELIVERY,mother,Medium
Kenya,indicator_8,Total,Total,second,total,total,2014,49.1,DELIVERY,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,lowest,total,total,2014,11.5,MALA,mother,Medium
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2014,89.2,MALA,child,High
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2014,34.0,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2014,82.0,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2014,87.0,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,highest,total,total,2014,71.5,MALA,child,Low
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2014,85.8,MALA,child,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,total,2015,21.9,MALA,mother,High
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2015,96.7,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,fourth,total,total,2015,15.8,MALA,mother,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,primary education,2015,74.5,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,middle,total,total,2015,71.9,MALA,mother,High
Kenya,indicator_18,Total,Total,total,total,total,2015,453.39,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2015,61.8,FAMILY_PLANNING,mother,High
Kenya,indicator_2,Total,15 to 49 years old,total,total,total,2015,93.7,ANTENATAL,mother,Medium
Kenya,indicator_2,Total,15 to 49 years old,lowest,total,total,2015,89.1,ANTENATAL,mother,Medium
Kenya,indicator_16,Total,Under 5 years old,total,urban,total,2015,74.6,MALA,child,High
Kenya,indicator_14,Total,Total,total,total,total,2015,6598.7,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2015,60.6,MALA,child,High
Kenya,indicator_17,Total,Under 5 years old,total,total,total,2015,39.2,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,second,total,total,2015,64.0,MALA,mother,High
Kenya,indicator_2,Total,15 to 49 years old,total,urban,total,2015,96.2,ANTENATAL,mother,High
Kenya,indicator_16,Total,Under 5 years old,middle,total,total,2015,74.3,MALA,child,High
Kenya,indicator_17,Total,Under 5 years old,total,urban,total,2015,44.0,MALA,child,High
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2015,30.8,FAMILY_PLANNING,mother,Low
Kenya,indicator_11,Total,15 to 49 years old,fourth,total,total,2015,51.7,MALA,mother,Medium
Kenya,indicator_16,Total,Under 5 years old,lowest,total,total,2015,62.7,MALA,child,Low
Kenya,indicator_15,Female,Under 5 years old,total,total,total,2015,92.2,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,total,urban,total,2015,59.9,MALA,mother,High
Kenya,indicator_16,Female,Under 5 years old,total,total,total,2015,72.2,MALA,child,High
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2015,55.4,MALA,child,High
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2015,40.0,MALA,child,Medium
Kenya,indicator_16,Total,Under 5 years old,highest,total,total,2015,75.4,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,total,rural,total,2015,56.5,MALA,mother,High
Kenya,indicator_2,Total,15 to 49 years old,second,total,total,2015,93.8,ANTENATAL,mother,Medium
Kenya,indicator_11,Total,15 to 49 years old,total,total,total,2015,57.8,MALA,mother,High
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2015,91.3,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,highest,total,total,2015,67.0,MALA,mother,High
Kenya,indicator_9,Total,15 to 49 years old,lowest,total,total,2015,24.1,MALA,mother,High
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2015,56.8,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,middle,total,total,2015,25.8,MALA,mother,High
Kenya,indicator_16,Total,Under 5 years old,total,rural,total,2015,70.8,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2015,56.6,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2015,71.7,MALA,child,Medium
Kenya,indicator_16,Total,Under 5 years old,fourth,total,total,2015,78.2,MALA,child,High
Kenya,indicator_2,Total,15 to 49 years old,middle,total,total,2015,92.5,ANTENATAL,mother,Medium
Kenya,indicator_13,Total,Total,total,total,total,2015,57.0,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_15,Total,Under 5 years old,total,total,total,2015,91.5,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,lowest,total,total,2015,35.0,MALA,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,primary education,2015,25.0,MALA,mother,High
Kenya,indicator_17,Total,Under 5 years old,total,rural,total,2015,37.2,MALA,child,Medium
Kenya,indicator_17,Total,Under 5 years old,middle,total,total,2015,39.7,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,total,total,secondary and higher,2015,19.6,MALA,mother,Medium
Kenya,indicator_2,Total,15 to 49 years old,highest,total,total,2015,97.5,ANTENATAL,mother,High
Kenya,indicator_16,Male,Under 5 years old,total,total,total,2015,71.6,MALA,child,Medium
Kenya,indicator_17,Total,Under 5 years old,second,total,total,2015,42.3,MALA,child,High
Kenya,indicator_16,Total,Under 5 years old,second,total,total,2015,72.3,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,lowest,total,total,2015,83.8,MALA,child,Medium
Kenya,indicator_17,Total,Under 5 years old,lowest,total,total,2015,29.2,MALA,child,Low
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2015,59.8,MALA,child,High
Kenya,indicator_10,Total,Under 5 years old,total,total,total,2015,56.1,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,highest,total,total,2015,88.3,MALA,child,Medium
Kenya,indicator_17,Male,Under 5 years old,total,total,total,2015,36.7,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2015,93.2,MALA,child,High
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2015,66.6,MALA,child,High
Kenya,indicator_17,Female,Under 5 years old,total,total,total,2015,42.0,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,second,total,total,2015,93.8,MALA,child,High
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2015,54.4,MALA,child,High
Kenya,indicator_16,Total,Under 5 years old,total,total,total,2015,71.9,MALA,child,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,urban,total,2015,22.0,MALA,mother,High
Kenya,indicator_9,Total,15 to 49 years old,total,rural,total,2015,21.9,MALA,mother,High
Kenya,indicator_16,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2015,60.4,MALA,child,Low
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2015,63.2,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,second,total,total,2015,21.8,MALA,mother,High
Kenya,indicator_2,Total,15 to 49 years old,total,rural,total,2015,92.4,ANTENATAL,mother,Medium
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2015,37.5,MALA,child,High
Kenya,indicator_2,Total,15 to 49 years old,fourth,total,total,2015,96.6,ANTENATAL,mother,High
Kenya,indicator_9,Total,15 to 49 years old,highest,total,total,2015,21.5,MALA,mother,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,secondary and higher,2015,76.4,MALA,child,High
Kenya,indicator_15,Male,Under 5 years old,total,total,total,2015,90.8,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,total,total,never attended an education programme / no schooling,2015,20.8,MALA,mother,Medium
Kenya,indicator_17,Total,Under 5 years old,highest,total,total,2015,51.8,MALA,child,High
Kenya,indicator_14,Total,Total,total,total,total,2016,6410.9,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2016,59.3,FAMILY_PLANNING,mother,High
Kenya,indicator_25,Total,15 to 49 years old,total,total,total,2016,70.2,DELIVERY,mother,Medium
Kenya,indicator_13,Total,Total,total,total,total,2016,60.0,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_18,Total,Total,total,total,total,2016,440.93,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2016,37.4,FAMILY_PLANNING,mother,Medium
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2017,58.5,FAMILY_PLANNING,mother,High
Kenya,indicator_13,Total,Total,total,total,total,2017,64.0,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_18,Total,Total,total,total,total,2017,427.56,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_14,Total,Total,total,total,total,2017,6226.8,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2017,41.5,FAMILY_PLANNING,mother,Medium
Kenya,indicator_1,Total,15 to 19 years old,total,total,total,2018,75.2,FERTILITY,mother,Medium
Kenya,indicator_13,Total,Total,total,total,total,2018,65.0,MATERNAL_MORTALITY,mother,High
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2018,28.3,FAMILY_PLANNING,mother,Low
Kenya,indicator_1,Total,10 to 14 years old,total,total,total,2018,0.7,FERTILITY,mother,Low
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2018,59.9,FAMILY_PLANNING,mother,High
Kenya,indicator_18,Total,Total,total,total,total,2018,428.0,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_14,Total,Total,total,total,total,2018,6239.6,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_14,Total,Total,total,total,total,2019,5996.1,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_13,Total,Total,total,total,total,2019,70.0,MATERNAL_MORTALITY,mother,High
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2019,57.1,FAMILY_PLANNING,mother,Medium
Kenya,indicator_18,Total,Total,total,total,total,2019,414.88,MATERNAL_MORTALITY,mother,Low
Kenya,indicator_1,Total,15 to 19 years old,total,total,total,2019,51.3,FERTILITY,mother,Medium
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2019,44.1,FAMILY_PLANNING,mother,Medium
Kenya,indicator_1,Total,10 to 14 years old,total,total,total,2019,0.8,FERTILITY,mother,Low
Kenya,indicator_16,Total,Under 5 years old,highest,total,total,2020,65.4,MALA,child,Medium
Kenya,indicator_2,Total,15 to 49 years old,middle,total,total,2020,96.9,ANTENATAL,mother,High
Kenya,indicator_3,Total,15 to 49 years old,highest,total,total,2020,56.4,ANTENATAL,mother,Medium
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2020,39.8,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2020,52.9,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,total,urban,total,2020,46.8,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2020,42.5,MALA,child,Medium
Kenya,indicator_11,Total,15 to 49 years old,total,urban,total,2020,34.6,MALA,mother,Medium
Kenya,indicator_2,Total,15 to 49 years old,total,urban,total,2020,93.2,ANTENATAL,mother,Medium
Kenya,indicator_11,Total,15 to 49 years old,second,total,total,2020,49.9,MALA,mother,Medium
Kenya,indicator_2,Total,15 to 49 years old,second,total,total,2020,95.3,ANTENATAL,mother,Medium
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2020,92.2,MALA,child,High
Kenya,indicator_9,Total,15 to 49 years old,second,total,total,2020,24.2,MALA,mother,High
Kenya,indicator_11,Total,15 to 49 years old,total,rural,total,2020,43.6,MALA,mother,Medium
Kenya,indicator_2,Total,15 to 49 years old,highest,total,total,2020,91.0,ANTENATAL,mother,Medium
Kenya,indicator_16,Total,Under 5 years old,second,total,total,2020,60.0,MALA,child,Low
Kenya,indicator_11,Total,15 to 49 years old,lowest,total,total,2020,29.2,MALA,mother,Low
Kenya,indicator_2,Total,15 to 49 years old,total,rural,total,2020,92.6,ANTENATAL,mother,Medium
Kenya,indicator_11,Total,15 to 49 years old,fourth,total,total,2020,57.1,MALA,mother,High
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2020,45.3,MALA,child,Medium
Kenya,indicator_2,Total,15 to 49 years old,fourth,total,total,2020,94.4,ANTENATAL,mother,Medium
Kenya,indicator_3,Total,15 to 49 years old,lowest,total,total,2020,56.6,ANTENATAL,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,lowest,total,total,2020,22.5,MALA,mother,High
Kenya,indicator_3,Total,15 to 49 years old,second,total,total,2020,56.1,ANTENATAL,mother,Medium
Kenya,indicator_16,Total,Under 5 years old,lowest,total,total,2020,69.8,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,total,total,total,2020,42.0,MALA,child,Medium
Kenya,indicator_16,Total,Under 5 years old,middle,total,total,2020,57.3,MALA,child,Low
Kenya,indicator_11,Total,15 to 49 years old,highest,total,total,2020,26.1,MALA,mother,Low
Kenya,indicator_16,Total,Under 5 years old,fourth,total,total,2020,63.2,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2020,39.4,MALA,child,Medium
Kenya,indicator_2,Total,15 to 49 years old,total,total,total,2020,92.8,ANTENATAL,mother,Medium
Kenya,indicator_3,Total,15 to 49 years old,middle,total,total,2020,59.4,ANTENATAL,mother,Medium
Kenya,indicator_11,Total,15 to 49 years old,middle,total,total,2020,33.6,MALA,mother,Low
Kenya,indicator_3,Total,15 to 49 years old,fourth,total,total,2020,63.4,ANTENATAL,mother,High
Kenya,indicator_16,Male,Under 5 years old,total,total,total,2020,61.3,MALA,child,Low
Kenya,indicator_3,Total,15 to 19 years old,total,total,total,2020,57.8,ANTENATAL,mother,Medium
Kenya,indicator_16,Female,Under 5 years old,total,total,total,2020,65.7,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,fourth,total,total,2020,82.4,MALA,child,Medium
Kenya,indicator_17,Total,Under 5 years old,highest,total,total,2020,23.6,MALA,child,Low
Kenya,indicator_17,Total,Under 5 years old,total,rural,total,2020,39.0,MALA,child,High
Kenya,indicator_2,Total,15 to 19 years old,total,total,total,2020,86.7,ANTENATAL,mother,Low
Kenya,indicator_15,Male,Under 5 years old,total,total,total,2020,88.5,MALA,child,Medium
Kenya,indicator_1,Total,15 to 19 years old,total,total,total,2020,43.8,FERTILITY,mother,Medium
Kenya,indicator_9,Total,15 to 49 years old,fourth,total,total,2020,22.7,MALA,mother,High
Kenya,indicator_17,Total,Under 5 years old,total,urban,total,2020,28.9,MALA,child,Low
Kenya,indicator_16,Total,Under 5 years old,total,rural,total,2020,65.3,MALA,child,Medium
Kenya,indicator_16,Total,Under 5 years old,total,urban,total,2020,60.3,MALA,child,Low
Kenya,indicator_9,Total,15 to 49 years old,highest,total,total,2020,17.7,MALA,mother,Medium
Kenya,indicator_13,Total,Total,total,total,total,2020,70.0,MATERNAL_MORTALITY,mother,High
Kenya,indicator_15,Female,Under 5 years old,total,total,total,2020,94.5,MALA,child,High
Kenya,indicator_1,Total,10 to 14 years old,total,total,total,2020,0.7,FERTILITY,mother,Low
Kenya,indicator_3,Total,15 to 49 years old,total,rural,total,2020,56.6,ANTENATAL,mother,Medium
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2020,40.6,MALA,child,Medium
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2020,61.2,FAMILY_PLANNING,mother,High
Kenya,indicator_14,Total,Total,total,total,total,2020,6109.8,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_17,Total,Under 5 years old,total,total,total,2020,35.5,MALA,child,Medium
Kenya,indicator_9,Total,15 to 49 years old,total,total,total,2020,22.0,MALA,mother,High
Kenya,indicator_9,Total,15 to 49 years old,total,urban,total,2020,21.4,MALA,mother,Medium
Kenya,indicator_17,Total,Under 5 years old,fourth,total,total,2020,29.9,MALA,child,Medium
Kenya,indicator_16,Total,Under 5 years old,total,total,total,2020,63.6,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2020,31.6,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2020,93.4,MALA,child,High
Kenya,indicator_17,Female,Under 5 years old,total,total,total,2020,32.7,MALA,child,Medium
Kenya,indicator_17,Male,Under 5 years old,total,total,total,2020,38.5,MALA,child,High
Kenya,indicator_11,Total,15 to 49 years old,total,total,total,2020,39.8,MALA,mother,Medium
Kenya,indicator_17,Total,Under 5 years old,lowest,total,total,2020,37.9,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,second,total,total,2020,97.9,MALA,child,High
Kenya,indicator_17,Total,Under 5 years old,second,total,total,2020,39.5,MALA,child,High
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2020,42.5,MALA,child,Medium
Kenya,indicator_9,Total,15 to 49 years old,middle,total,total,2020,22.5,MALA,mother,High
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2020,86.3,MALA,child,Medium
Kenya,indicator_2,Total,15 to 49 years old,lowest,total,total,2020,86.7,ANTENATAL,mother,Low
Kenya,indicator_3,Total,15 to 49 years old,total,urban,total,2020,62.6,ANTENATAL,mother,High
Kenya,indicator_9,Total,15 to 49 years old,total,rural,total,2020,22.3,MALA,mother,High
Kenya,indicator_17,Total,Under 5 years old,middle,total,total,2020,44.6,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,total,total,total,2020,91.0,MALA,child,High
Kenya,indicator_15,Total,Under 5 years old,lowest,total,total,2020,87.8,MALA,child,Medium
Kenya,indicator_3,Total,15 to 49 years old,total,total,total,2020,58.5,ANTENATAL,mother,Medium
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2020,51.3,FAMILY_PLANNING,mother,Medium
Kenya,indicator_18,Total,Total,total,total,total,2020,421.16,MATERNAL_MORTALITY,mother,Low
Kenya,indicator_6,Total,15 to 49 years old,total,total,total,2021,60.8,FAMILY_PLANNING,mother,High
Kenya,indicator_14,Total,Total,total,total,total,2021,6184.1,MATERNAL_MORTALITY,mother,Medium
Kenya,indicator_18,Total,Total,total,total,total,2021,420.85,MATERNAL_MORTALITY,mother,Low
Kenya,indicator_13,Total,Total,total,total,total,2021,71.0,MATERNAL_MORTALITY,mother,High
Kenya,indicator_10,Total,Under 5 years old,second,total,total,2022,60.9,MALA,child,High
Kenya,indicator_25,Total,15 to 49 years old,total,rural,total,2022,84.8,DELIVERY,mother,High
Kenya,indicator_23,Total,15 to 49 years old,middle,total,total,2022,84.0,POSTNATAL_CARE,child,High
Kenya,indicator_25,Total,15 to 19 years old,total,total,total,2022,88.1,DELIVERY,mother,High
Kenya,indicator_27,Total,Under 5 years old,total,total,secondary and higher,2022,42.1,DIAR,child,High
Kenya,indicator_2,Total,15 to 49 years old,highest,total,total,2022,99.8,ANTENATAL,mother,High
Kenya,indicator_24,Female,Under 5 years old,total,total,total,2022,69.5,PNEU,child,High
Kenya,indicator_10,Male,Under 5 years old,total,total,total,2022,51.1,MALA,child,Medium
Kenya,indicator_25,Total,15 to 49 years old,highest,total,total,2022,98.8,DELIVERY,mother,High
Kenya,indicator_23,Total,15 to 49 years old,total,total,total,2022,82.6,POSTNATAL_CARE,child,Medium
Kenya,indicator_10,Total,Under 5 years old,highest,total,total,2022,36.9,MALA,child,Medium
Kenya,indicator_25,Total,15 to 49 years old,lowest,total,total,2022,69.3,DELIVERY,mother,Medium
Kenya,indicator_23,Total,15 to 49 years old,total,urban,total,2022,88.1,POSTNATAL_CARE,child,High
Kenya,indicator_15,Total,Under 5 years old,total,urban,total,2022,75.5,MALA,child,Medium
Kenya,indicator_2,Total,15 to 49 years old,lowest,total,total,2022,95.0,ANTENATAL,mother,Medium
Kenya,indicator_2,Total,15 to 49 years old,second,total,total,2022,97.7,ANTENATAL,mother,High
Kenya,indicator_23,Total,15 to 49 years old,total,rural,total,2022,79.4,POSTNATAL_CARE,child,Medium
Kenya,indicator_15,Total,Under 5 years old,total,total,primary education,2022,89.0,MALA,child,Medium
Kenya,indicator_23,Total,15 to 49 years old,highest,total,total,2022,92.1,POSTNATAL_CARE,child,High
Kenya,indicator_25,Total,15 to 49 years old,second,total,total,2022,89.0,DELIVERY,mother,High
Kenya,indicator_27,Total,Under 5 years old,total,total,primary education,2022,35.2,DIAR,child,Medium
Kenya,indicator_10,Total,Under 5 years old,lowest,total,total,2022,48.4,MALA,child,Medium
Kenya,indicator_23,Total,15 to 49 years old,fourth,total,total,2022,88.6,POSTNATAL_CARE,child,High
Kenya,indicator_25,Total,15 to 49 years old,fourth,total,total,2022,97.8,DELIVERY,mother,High
Kenya,indicator_16,Total,Under 5 years old,lowest,total,total,2022,64.3,MALA,child,Medium
Kenya,indicator_16,Female,Under 5 years old,total,total,total,2022,68.8,MALA,child,Medium
Kenya,indicator_24,Total,Under 5 years old,total,total,total,2022,73.0,PNEU,child,High
Kenya,indicator_27,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,44.0,DIAR,child,High
Kenya,indicator_27,Total,Under 5 years old,total,urban,total,2022,42.5,DIAR,child,High
Kenya,indicator_2,Total,15 to 19 years old,total,total,total,2022,97.0,ANTENATAL,mother,High
Kenya,indicator_10,Total,Under 5 years old,middle,total,total,2022,62.2,MALA,child,High
Kenya,indicator_27,Total,Under 5 years old,second,total,total,2022,30.6,DIAR,child,Medium
Kenya,indicator_27,Total,Under 5 years old,lowest,total,total,2022,45.2,DIAR,child,High
Kenya,indicator_24,Total,Under 5 years old,highest,total,total,2022,86.4,PNEU,child,High
Kenya,indicator_24,Total,Under 5 years old,fourth,total,total,2022,76.0,PNEU,child,High
Kenya,indicator_27,Male,Under 5 years old,total,total,total,2022,38.7,DIAR,child,High
Kenya,indicator_27,Total,Under 5 years old,middle,total,total,2022,34.9,DIAR,child,Medium
Kenya,indicator_24,Total,Under 5 years old,total,rural,total,2022,73.0,PNEU,child,High
Kenya,indicator_27,Female,Under 5 years old,total,total,total,2022,40.4,DIAR,child,High
Kenya,indicator_2,Total,15 to 49 years old,fourth,total,total,2022,98.7,ANTENATAL,mother,High
Kenya,indicator_27,Total,Under 5 years old,fourth,total,total,2022,41.6,DIAR,child,High
Kenya,indicator_25,Total,15 to 49 years old,total,total,total,2022,89.3,DELIVERY,mother,High
Kenya,indicator_24,Male,Under 5 years old,total,total,total,2022,75.9,PNEU,child,High
Kenya,indicator_24,Total,Under 5 years old,middle,total,total,2022,62.0,PNEU,child,Medium
Kenya,indicator_16,Male,Under 5 years old,total,total,total,2022,70.2,MALA,child,Medium
Kenya,indicator_24,Total,Under 5 years old,second,total,total,2022,65.0,PNEU,child,Medium
Kenya,indicator_27,Total,Under 5 years old,highest,total,total,2022,42.6,DIAR,child,High
Kenya,indicator_6,Total,15 to 19 years old,total,total,total,2022,36.8,FAMILY_PLANNING,mother,Medium
Kenya,indicator_10,Female,Under 5 years old,total,total,total,2022,51.3,MALA,child,Medium
Kenya,indicator_24,Total,Under 5 years old,total,urban,total,2022,73.0,PNEU,child,High
Kenya,indicator_27,Total,Under 5 years old,total,rural,total,2022,37.7,DIAR,child,High
Kenya,indicator_2,Total,15 to 49 years old,middle,total,total,2022,98.3,ANTENATAL,mother,High
Kenya,indicator_24,Total,Under 5 years old,lowest,total,total,2022,74.8,PNEU,child,High
Kenya,indicator_10,Total,Under 5 years old,fourth,total,total,2022,48.7,MALA,child,Medium
Kenya,indicator_15,Total,Under 5 years old,total,rural,total,2022,85.9,MALA,child,Medium
Kenya,indicator_25,Total,15 to 49 years old,total,urban,total,2022,97.3,DELIVERY,mother,High
Kenya,indicator_15,Total,Under 5 years old,total,total,total,2022,84.0,MALA,child,Medium
Kenya,indicator_25,Total,15 to 49 years old,middle,total,total,2022,94.0,DELIVERY,mother,High
Kenya,indicator_15,Total,Under 5 years old,middle,total,total,2022,84.1,MALA,child,Medium
Kenya,indicator_10,Total,Under 5 years old,total,rural,total,2022,56.9,MALA,child,High
Kenya,indicator_19,Total,Under 5 years old,second,total,total,2022,44.7,DIAR,child,Medium
Kenya,indicator_4,Total,20 to 24 years old,total,total,total,2022,15.3,DELIVERY,mother,Medium
Kenya,indicator_4,Total,20 to 24 years old,total,urban,total,2022,11.4,DELIVERY,mother,Low
Kenya,indicator_19,Total,Under 5 years old,middle,total,total,2022,47.7,DIAR,child,Medium
Kenya,indicator_4,Total,20 to 24 years old,total,rural,total,2022,18.9,DELIVERY,mother,Medium
Kenya,indicator_4,Total,20 to 24 years old,highest,total,total,2022,8.8,DELIVERY,mother,Low
Kenya,indicator_4,Total,20 to 24 years old,fourth,total,total,2022,10.9,DELIVERY,mother,Low
Kenya,indicator_19,Total,Under 5 years old,fourth,total,total,2022,49.1,DIAR,child,Medium
Kenya,indicator_4,Total,20 to 24 years old,middle,total,total,2022,15.2,DELIVERY,mother,Medium
Kenya,indicator_4,Total,20 to 24 years old,second,total,total,2022,21.5,DELIVERY,mother,Medium
